Obs10253.2_VD040cm_I3_T04_F0006 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0012 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0018 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0024 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0030 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0036 2 NaN 
Obs10253.2_VD040cm_I3_T04_F0042 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0048 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0054 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0060 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0066 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0072 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0078 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0084 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0090 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0096 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0102 6 NaN 
Obs10253.2_VD040cm_I3_T04_F0108 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0114 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0120 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0126 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0132 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0138 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0144 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0150 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0156 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0162 5 NaN 
Obs10253.2_VD040cm_I3_T04_F0168 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0006 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0012 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0018 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0024 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0030 5 NaN 
Obs10253.2_VD150cm_I3_T04_F0036 5 NaN 
