Obs10189.2_VD150cm_I1_T03_F0012 6 NaN 
Obs10189.2_VD150cm_I1_T03_F0138 6 NaN 
Obs10189.2_VD150cm_I1_T06_F0054 6 NaN 
Obs10189.2_VD150cm_I1_T06_F0060 6 NaN 
Obs10189.2_VD150cm_I1_T07_F0078 6 NaN 
Obs10189.2_VD150cm_I1_T07_F0108 6 NaN 
Obs10189.2_VD150cm_I2_T02_F0018 6 NaN 
Obs10189.2_VD150cm_I2_T03_F0066 6 NaN 
Obs10189.2_VD150cm_I2_T03_F0114 6 NaN 
Obs10189.2_VD150cm_I2_T03_F0120 5 NaN 
Obs10189.2_VD150cm_I2_T03_F0126 5 NaN 
Obs10189.2_VD150cm_I2_T03_F0132 5 NaN 
Obs10189.2_VD150cm_I2_T03_F0138 5 NaN 
Obs10189.2_VD150cm_I2_T03_F0144 5 NaN 
Obs10189.2_VD150cm_I2_T04_F0042 5 NaN 
Obs10189.2_VD150cm_I2_T04_F0048 6 NaN 
Obs10189.2_VD150cm_I3_T01_F0012 6 NaN 
Obs10189.2_VD150cm_I3_T02_F0018 6 NaN 
Obs10189.2_VD150cm_I3_T03_F0012 6 NaN 
Obs10189.2_VD150cm_I3_T03_F0030 6 NaN 
Obs10189.2_VD150cm_I3_T06_F0012 6 NaN 
Obs10189.2_VD150cm_I3_T11_F0054 6 NaN 
Obs10189.2_VD150cm_I3_T14_F0018 6 NaN 
Obs10189.2_VD150cm_I3_T14_F0024 6 NaN 
Obs10189.2_VD150cm_I3_T14_F0036 6 NaN 
Obs10189.2_VD150cm_I3_T14_F0048 5 NaN 
Obs10189.2_VD150cm_I3_T15_F0030 6 NaN 
Obs10189.2_VD150cm_I3_T15_F0036 6 NaN 
Obs10189.2_VD150cm_I4_T01_F0006 6 NaN 
Obs10189.2_VD150cm_I4_T01_F0012 6 NaN 
Obs10189.2_VD150cm_I4_T01_F0018 6 NaN 
Obs10189.2_VD150cm_I4_T02_F0024 6 NaN 
Obs10189.2_VD150cm_I4_T03_F0024 6 NaN 
Obs10189.2_VD150cm_I4_T03_F0054 6 NaN 
