Obs10226.3_VD040cm_I2_T07_F0006 3 NaN 
Obs10226.3_VD040cm_I2_T07_F0012 3 NaN 
Obs10226.3_VD040cm_I2_T07_F0018 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0024 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0030 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0036 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0042 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0048 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0054 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0060 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0066 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0072 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0078 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0084 2 NaN 
Obs10226.3_VD040cm_I2_T07_F0090 5 NaN 
Obs10226.3_VD040cm_I2_T07_F0096 6 NaN 
Obs10226.3_VD040cm_I2_T07_F0102 6 NaN 
Obs10226.3_VD040cm_I2_T07_F0108 6 NaN 
Obs10226.3_VD150cm_I2_T07_F0006 5 NaN 
Obs10226.3_VD150cm_I2_T07_F0012 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0018 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0024 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0030 5 NaN 
Obs10226.3_VD150cm_I2_T07_F0036 5 NaN 
Obs10226.3_VD150cm_I2_T07_F0042 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0048 5 NaN 
Obs10226.3_VD150cm_I2_T07_F0054 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0060 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0066 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0072 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0078 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0084 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0090 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0096 2 NaN 
Obs10226.3_VD150cm_I2_T07_F0102 2 NaN 
