Obs10102.3_VD150cm_I2_T14_F6 4 NaN 
Obs10102.3_VD150cm_I2_T14_F12 4 NaN 
Obs10102.3_VD150cm_I2_T14_F18 4 NaN 
Obs10102.3_VD150cm_I2_T14_F24 4 NaN 
Obs10102.3_VD150cm_I2_T14_F30 4 NaN 
Obs10102.3_VD150cm_I2_T14_F36 4 NaN 
Obs10102.3_VD150cm_I2_T14_F42 4 NaN 
Obs10102.3_VD150cm_I2_T14_F48 4 NaN 
Obs10102.3_VD150cm_I2_T14_F54 4 NaN 
Obs10102.3_VD150cm_I2_T14_F60 4 NaN 
Obs10102.3_VD150cm_I2_T14_F66 4 NaN 
Obs10102.3_VD150cm_I2_T14_F72 4 NaN 
Obs10102.3_VD150cm_I2_T14_F78 4 NaN 
Obs10102.3_VD150cm_I2_T14_F84 4 NaN 
Obs10102.3_VD150cm_I2_T14_F90 4 NaN 
Obs10102.3_VD150cm_I2_T14_F96 4 NaN 
Obs10102.3_VD150cm_I2_T14_F102 4 NaN 
