Obs10215.3_VD150cm_I1_T01_F0006 5 NaN 
Obs10215.3_VD150cm_I1_T01_F0012 5 NaN 
Obs10215.3_VD150cm_I1_T01_F0018 5 NaN 
Obs10215.3_VD150cm_I1_T01_F0042 6 NaN 
Obs10215.3_VD150cm_I1_T01_F0048 6 NaN 
Obs10215.3_VD150cm_I1_T01_F0054 6 NaN 
Obs10215.3_VD150cm_I1_T01_F0060 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0006 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0012 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0018 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0024 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0042 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0048 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0054 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0060 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0066 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0072 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0078 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0156 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0162 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0168 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0174 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0204 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0216 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0222 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0228 6 NaN 
Obs10215.3_VD150cm_I1_T02_F0234 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0240 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0252 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0258 5 NaN 
Obs10215.3_VD150cm_I1_T02_F0264 5 NaN 
Obs10215.3_VD150cm_I1_T03_F0006 5 NaN 
Obs10215.3_VD150cm_I1_T03_F0012 5 NaN 
Obs10215.3_VD150cm_I1_T03_F0018 5 NaN 
Obs10215.3_VD150cm_I1_T03_F0024 5 NaN 
Obs10215.3_VD150cm_I2_T02_F0006 5 NaN 
